filename,face,body_part,symbol,icon,numerosity,human,monkey
crate_06s,0,0,1,0,1,,
crate_07s,0,0,0,0,0,,
crate_08s,0,0,0,0,0,,
crate_09s,0,0,1,0,0,,
crate_10s,0,0,0,0,0,,
crate_11s,0,0,0,0,0,,
crate_12s,0,0,1,0,0,,
crayfish_01b,0,1,0,0,0,1,0
crayfish_02s,0,0,0,0,0,,
crayfish_03s,0,0,0,0,1,,
crayfish_04s,0,0,0,0,0,,
crayfish_05s,0,0,0,0,1,,
crayfish_06n,0,0,0,0,0,,
crayfish_07s,0,0,0,0,0,,
crayfish_08s,0,0,0,0,0,,
crayfish_09s,0,0,0,0,1,,
crayfish_10s,0,0,0,0,0,,
crayfish_11s,0,0,0,0,0,,
crayfish_12s,0,0,0,0,0,,
crayon_01b,0,0,0,0,1,,
crayon_02s,0,0,0,0,1,,
crayon_03s,0,0,0,0,1,,
crayon_04s,0,0,0,0,1,,
crayon_05s,0,0,0,0,1,,
crayon_06s,0,0,0,0,1,,
crayon_07s,0,0,0,0,1,,
crayon_08s,0,0,0,0,1,,
crayon_09s,0,0,0,0,1,,
crayon_10s,0,0,0,0,1,,
crayon_11s,0,0,0,0,1,,
crayon_12s,0,0,0,0,1,,
credit_card_01b,0,1,1,0,0,1,0
credit_card_02s,0,0,1,0,0,,
credit_card_03s,0,0,1,0,0,,
credit_card_04s,0,1,1,0,0,1,0
credit_card_05s,0,0,1,0,0,,
credit_card_06s,0,0,1,0,0,,
credit_card_07s,0,1,1,0,0,1,0
credit_card_08s,0,1,1,0,0,1,0
credit_card_09s,0,1,0,0,0,1,0
credit_card_10s,0,0,1,0,1,,
credit_card_11s,0,1,1,0,0,1,0
credit_card_12s,0,0,0,0,1,,
crib_01b,0,0,0,0,0,,
crib_02s,0,0,0,0,0,,
crib_03s,0,0,0,0,0,,
crib_04s,0,0,0,0,0,,
crib_05s,0,0,0,0,0,,
crib_06s,0,0,0,0,0,,
crib_07s,0,0,0,0,0,,
crib_08s,0,0,0,0,0,,
crib_09n,0,0,0,0,0,,
crib_10s,0,0,0,0,0,,
crib_11n,0,0,0,0,0,,
crib_12s,0,0,0,0,0,,
croissant_01b,0,0,0,0,0,,
croissant_02s,0,0,0,0,1,,
croissant_03s,0,0,0,0,0,,
croissant_04s,0,0,0,0,1,,
croissant_05s,0,0,0,0,1,,
croissant_06s,0,0,0,0,1,,
croissant_07s,0,0,0,0,1,,
croissant_08s,0,0,0,0,1,,
croissant_09s,0,0,0,0,1,,
croissant_10s,0,0,0,0,1,,
croissant_11s,0,0,0,0,1,,
croissant_12s,0,0,0,0,0,,
crouton_01b,0,0,0,0,1,,
crouton_02n,0,0,0,0,1,,
crouton_03s,0,0,0,0,1,,
crouton_04n,0,0,0,0,1,,
crouton_05s,0,0,0,0,1,,
crouton_06s,0,0,0,0,1,,
crouton_07s,0,0,0,0,1,,
crouton_08n,0,0,0,0,1,,
crouton_09s,0,0,0,0,1,,
crouton_10n,0,0,0,0,1,,
crouton_11n,0,0,0,0,1,,
crouton_12s,0,0,0,0,1,,
crowbar_01b,0,0,0,0,0,,
crowbar_02s,0,0,0,0,0,,
crowbar_03s,0,0,0,0,0,,
crowbar_04s,0,1,0,0,0,1,0
crowbar_05n,0,0,0,0,1,,
crowbar_06n,0,0,0,0,0,,
crowbar_07n,0,0,0,0,0,,
crowbar_08s,0,0,0,0,0,,
crowbar_09s,0,0,0,0,0,,
crowbar_10s,0,0,0,0,0,,
crowbar_11s,0,0,0,0,0,,
crowbar_12s,0,0,0,0,1,,
crown_01b,0,0,0,0,0,,
crown_02s,0,0,0,0,0,,
crown_03s,0,0,0,0,0,,
crown_04s,0,0,0,0,0,,
crown_05n,0,0,0,0,0,,
crown_06s,0,0,0,0,0,,
crown_07s,0,0,0,0,0,,
crown_08s,0,0,0,0,0,,
crown_09s,0,0,0,0,0,,
crown_10s,0,0,0,0,0,,
crown_11s,0,0,0,0,0,,
crown_12s,0,0,0,0,0,,
crutch_01b,0,0,0,0,1,,
crutch_02s,0,0,0,0,1,,
crutch_03s,0,0,0,0,1,,
crutch_04s,0,0,0,0,0,,
crutch_05s,0,0,0,0,0,,
crutch_06s,0,0,0,0,0,,
crutch_07s,0,0,0,0,1,,
crutch_08s,0,0,0,0,0,,
crutch_09s,0,0,0,0,1,,
crutch_10s,0,0,0,0,1,,
crutch_11s,0,0,0,0,0,,
crutch_12s,0,0,0,0,1,,
crystal1_01b,0,0,0,0,0,,
crystal1_02s,0,0,0,0,0,,
crystal1_03s,0,0,0,0,0,,
crystal1_04s,0,0,0,0,0,,
crystal1_05s,0,0,0,0,0,,
crystal1_06s,0,0,0,0,0,,
crystal1_07s,0,1,0,0,0,1,0
crystal1_08s,0,0,0,0,0,,
crystal1_09s,0,0,0,0,0,,
crystal1_10s,0,0,0,0,0,,
crystal1_11s,0,0,0,0,0,,
crystal1_12s,0,0,0,0,0,,
cucumber_01b,0,0,0,0,1,,
cucumber_02s,0,0,0,0,1,,
cucumber_03s,0,0,0,0,1,,
cucumber_04s,0,0,0,0,1,,
cucumber_05s,0,0,0,0,1,,
cucumber_06s,0,0,0,0,1,,
cucumber_07s,0,0,0,0,1,,
cucumber_08s,0,0,0,0,0,,
cucumber_09s,0,0,0,0,0,,
cucumber_10s,0,0,0,0,1,,
cucumber_11s,0,0,0,0,1,,
cucumber_12s,0,0,0,0,1,,
cufflink_01b,0,0,0,0,1,,
cufflink_02s,0,1,0,0,0,1,0
cufflink_03s,0,1,0,1,0,1,0
cufflink_04s,0,1,0,0,0,1,0
cufflink_05s,0,1,0,1,0,1,0
cufflink_06s,0,1,0,0,0,1,0
cufflink_07s,0,1,1,0,0,1,0
cufflink_08s,0,1,0,0,0,1,0
cufflink_09s,0,1,0,0,0,1,0
cufflink_10s,0,1,0,0,0,1,0
cufflink_11s,0,1,0,0,0,1,0
cufflink_12s,0,1,1,0,0,1,0
cup_01s,0,0,0,0,0,,
cup_02s,0,0,0,1,0,,
cup_03s,0,0,0,0,0,,
cup_04s,0,0,0,0,0,,
cup_05s,0,0,0,0,1,,
cup_06s,0,0,0,0,0,,
cup_07s,0,0,0,0,0,,
cup_08s,0,0,0,0,0,,
cup_09s,0,0,0,0,0,,
cup_10s,0,0,0,0,0,,
cup_11s,0,0,0,0,0,,
cup_12s,0,0,0,0,0,,
cupcake_01b,0,0,0,0,0,,
cupcake_02s,0,0,0,0,0,,
cupcake_03s,0,0,0,0,1,,
cupcake_04s,0,0,0,0,1,,
cupcake_05s,0,0,0,0,0,,
cupcake_06s,0,1,0,0,0,1,0
cupcake_07s,0,0,0,0,1,,
cupcake_08s,0,0,0,0,1,,
cupcake_09s,0,0,0,0,0,,
cupcake_10s,0,0,0,0,0,,
cupcake_11s,0,0,0,0,0,,
cupcake_12s,0,0,0,0,1,,
curtain_01b,0,0,0,0,0,,
curtain_02n,0,0,0,0,0,,
curtain_03s,0,0,0,0,0,,
curtain_04s,0,0,0,0,0,,
curtain_05s,0,0,0,0,0,,
curtain_06s,0,0,0,0,0,,
curtain_07s,0,0,0,1,0,,
curtain_08s,0,0,1,0,0,,
curtain_09s,0,0,0,0,0,,
curtain_10s,0,0,1,0,0,,
curtain_11s,0,0,0,0,0,,
curtain_12s,0,0,0,0,0,,
cymbal_01b,0,0,1,0,0,,
cymbal_02s,0,0,0,0,1,,
cymbal_03s,0,0,1,0,1,,
cymbal_04s,0,1,0,0,0,1,0
cymbal_05s,0,0,1,0,1,,
cymbal_06s,0,0,1,0,0,,
cymbal_07s,0,0,1,0,0,,
cymbal_08s,0,0,1,0,0,,
cymbal_09s,1,1,0,0,0,1,0
cymbal_10s,0,0,1,0,0,,
cymbal_11s,0,0,1,0,0,,
cymbal_12s,0,0,0,0,0,,
dashboard_01b,0,0,1,1,0,,
dashboard_02s,0,0,1,1,0,,
dashboard_03s,0,0,1,0,0,,
dashboard_04s,0,0,1,1,0,,
dashboard_05s,0,0,0,0,0,,
dashboard_06s,0,0,0,0,0,,
dashboard_07s,0,0,0,1,0,,
dashboard_08s,0,0,0,1,0,,
dashboard_09s,0,0,1,1,0,,
dashboard_10s,0,0,1,0,0,,
dashboard_11s,0,0,1,1,0,,
dashboard_12s,0,0,1,1,0,,
deer_01b,1,1,0,0,0,0,0
deer_02s,1,1,0,0,0,0,0
deer_03s,1,1,0,0,0,0,0
deer_04s,1,1,0,0,0,0,0
deer_05s,1,1,0,0,0,0,0
deer_06s,1,1,0,0,0,0,0
deer_07s,1,1,0,0,0,0,0
deer_08s,1,1,0,0,0,0,0
deer_09s,1,1,0,0,0,0,0
deer_10s,1,1,0,0,0,0,0
deer_11s,1,1,0,0,0,0,0
deer_12s,1,1,0,0,0,0,0
defibrillator_01b,0,0,1,1,0,,
defibrillator_02s,0,1,1,1,0,1,0
defibrillator_03s,0,1,1,1,0,1,0
defibrillator_04s,0,0,1,0,0,,
defibrillator_05s,0,0,1,0,0,,
defibrillator_06s,0,0,1,1,0,,
defibrillator_07s,0,1,1,1,0,1,0
defibrillator_08s,0,0,1,1,0,,
defibrillator_09s,0,0,1,1,0,,
defibrillator_10s,0,0,1,0,0,,
defibrillator_11s,0,1,1,1,0,1,0
defibrillator_12s,0,1,1,0,0,1,0
desk_01b,0,0,0,0,0,,
desk_02s,0,0,0,0,0,,
desk_03s,0,0,0,0,0,,
desk_04s,0,0,1,0,0,,
desk_05s,0,0,0,0,0,,
desk_06s,0,0,0,0,0,,
desk_07s,0,0,1,0,0,,
desk_08s,0,0,0,0,0,,
desk_09s,0,0,0,0,0,,
desk_10s,0,0,0,0,0,,
desk_11s,0,0,0,0,0,,
desk_12s,0,0,0,0,0,,
diaper_01b,0,0,0,0,0,,
diaper_02s,0,0,0,0,0,,
diaper_03s,0,0,1,1,0,,
diaper_04s,0,0,0,0,0,,
diaper_05s,0,0,0,0,0,,
diaper_06s,0,0,0,1,0,,
diaper_07s,0,0,0,0,0,,
diaper_08s,0,0,1,0,0,,
diaper_09s,0,0,1,0,0,,
diaper_10s,0,0,0,1,0,,
diaper_11s,0,0,0,0,0,,
diaper_12s,0,0,0,0,0,,
dice_01s,0,0,0,1,1,,
dice_02s,0,0,0,1,1,,
dice_03s,0,0,0,1,1,,
dice_04s,0,0,0,1,1,,
dice_05s,0,0,0,1,1,,
dice_06s,0,0,0,1,1,,
dice_07s,0,0,0,1,1,,
dice_08s,0,0,0,1,1,,
dice_09s,0,0,0,1,1,,
dice_10s,0,0,0,1,1,,
dice_11s,0,0,0,1,1,,
dice_12s,0,0,0,1,1,,
dish_01b,0,0,0,0,1,,
dish_02s,0,0,0,0,1,,
dish_03s,0,0,0,0,1,,
dish_04s,0,0,0,0,1,,
dish_05s,0,0,0,0,1,,
dish_06s,0,0,0,0,1,,
dish_07s,0,0,0,0,1,,
dish_08s,0,0,0,0,1,,
dish_09s,0,0,0,0,1,,
dish_10s,0,0,0,0,1,,
dish_11s,0,0,0,0,1,,
dish_12s,0,0,0,0,1,,
dishrag_01b,0,0,0,0,1,,
dishrag_02s,0,0,0,0,1,,
dishrag_03s,0,0,0,0,1,,
dishrag_04s,0,0,0,0,1,,
dishrag_05s,0,0,0,0,1,,
dishrag_06s,0,0,0,0,1,,
dishrag_07s,0,0,0,0,0,,
dishrag_08s,0,0,0,0,0,,
dishrag_09s,0,0,0,0,1,,
dishrag_10s,0,0,0,0,0,,
dishrag_11s,0,0,0,0,1,,
dishrag_12s,0,0,0,0,1,,
dishwasher_01b,0,0,1,0,0,,
dishwasher_02s,0,0,0,0,0,,
dishwasher_03s,0,0,0,0,0,,
dishwasher_04s,0,0,1,0,0,,
dishwasher_05s,0,0,0,0,0,,
dishwasher_06s,0,0,0,0,0,,
dishwasher_07s,0,0,0,0,0,,
dishwasher_08s,0,0,0,0,0,,
dishwasher_09s,0,0,0,0,0,,
dishwasher_10n,0,0,1,0,0,,
dishwasher_11s,0,0,0,0,0,,
dishwasher_12n,0,0,0,0,0,,
dog_01b,1,1,0,0,0,0,0
dog_02s,1,1,0,0,0,0,0
dog_03s,1,1,0,0,0,0,0
dog_04s,1,1,0,0,0,0,0
dog_05s,1,1,0,0,0,0,0
dog_06s,1,1,0,0,0,1,0
dog_07s,1,1,0,0,0,0,0
dog_08s,1,1,0,0,0,0,0
dog_09s,1,1,0,0,0,0,0
dog_10s,1,1,0,0,0,0,0
dog_11s,1,1,0,0,0,0,0
dog_12s,1,1,0,0,0,0,0
doll_01b,1,0,0,0,0,0,0
doll_02s,1,0,0,0,0,0,0
doll_03s,1,1,0,0,0,0,0
doll_04s,1,1,0,0,0,0,0
doll_05s,1,1,0,0,0,0,0
doll_06s,1,1,0,0,0,1,0
doll_07s,0,0,0,0,0,,
doll_08s,0,1,0,0,0,0,0
doll_09s,1,1,0,0,0,0,0
doll_10s,1,1,0,0,0,0,0
doll_11s,1,1,0,0,0,0,0
doll_12s,1,1,0,0,0,0,0
dollhouse_01b,0,0,0,0,0,,
dollhouse_02s,0,0,0,0,0,,
dollhouse_03s,0,0,0,0,0,,
dollhouse_04s,0,0,0,0,0,,
dollhouse_05s,0,0,0,0,0,,
dollhouse_06s,0,0,0,0,0,,
dollhouse_07s,0,0,0,0,0,,
dollhouse_08s,0,0,0,0,0,,
dollhouse_09s,0,0,0,0,0,,
dollhouse_10s,0,0,0,0,0,,
dollhouse_11s,0,0,0,0,0,,
dollhouse_12s,0,0,0,0,0,,
dolly_01s,0,0,0,0,0,,
dolly_02s,0,0,1,0,0,,
dolly_03s,0,0,0,0,0,,
dolly_04s,0,0,0,0,0,,
dolly_05s,0,0,0,0,0,,
dolly_06s,0,0,0,0,0,,
dolly_07s,0,0,0,0,0,,
dolly_08s,0,0,0,0,0,,
dolly_09s,0,0,0,0,0,,
dolly_10s,0,0,1,0,0,,
dolly_11s,0,0,0,0,0,,
dolly_12s,0,0,0,0,0,,
dolphin_01b,1,1,0,0,0,0,0
dolphin_02s,1,1,0,0,0,0,0
dolphin_03n,1,0,0,0,0,0,0
dolphin_04s,1,1,0,0,0,0,0
dolphin_05s,1,1,0,0,0,0,0
dolphin_06s,1,1,0,0,0,0,0
dolphin_07s,1,1,0,0,0,0,0
dolphin_08s,1,1,0,0,1,0,0
dolphin_09n,1,1,0,0,1,0,0
dolphin_10s,0,1,0,0,1,0,0
dolphin_11n,1,0,0,0,0,0,0
dolphin_12s,1,1,0,0,0,0,0
donkey_01b,1,1,0,0,0,0,0
donkey_02n,1,1,0,0,0,0,0
donkey_03s,1,1,0,0,0,0,0
donkey_04s,1,1,0,0,0,0,0
donkey_05n,1,1,0,0,0,0,0
donkey_06s,1,1,0,0,0,0,0
donkey_07s,1,1,0,0,0,0,0
donkey_08s,1,1,0,0,0,0,0
donkey_09n,1,1,0,0,0,0,0
donkey_10s,1,1,0,0,0,0,0
donkey_11s,1,1,0,0,0,0,0
donkey_12s,1,1,0,0,0,0,0
donut_01b,0,0,0,0,1,,
donut_02s,0,0,0,0,1,,
donut_03s,0,1,0,0,0,1,0
donut_04s,0,0,0,0,1,,
donut_05s,0,0,0,0,1,,
donut_06s,0,0,0,0,1,,
donut_07s,0,0,0,0,1,,
donut_08s,0,0,0,0,1,,
donut_09s,0,0,0,0,1,,
donut_10s,0,0,0,0,0,,
donut_11s,0,0,0,0,1,,
donut_12s,0,0,0,0,1,,
doormat_01b,0,0,0,0,0,,
doormat_02s,0,0,0,0,0,,
doormat_03s,0,0,0,0,0,,
doormat_04s,0,0,0,0,0,,
doormat_05s,0,0,0,1,0,,
doormat_06s,0,1,0,1,0,1,0
doormat_07s,0,0,0,0,0,,
doormat_08s,0,0,0,1,0,,
doormat_09s,0,0,0,0,0,,
doormat_10s,0,0,1,0,0,,
doormat_11s,0,0,0,1,0,,
doormat_12s,0,0,0,0,0,,
dough_01b,0,0,0,0,0,,
dough_02s,0,0,0,0,0,,
dough_03s,0,0,0,0,1,,
dough_04s,0,0,0,0,0,,
dough_05s,0,1,0,0,0,1,0
dough_06s,0,0,0,0,0,,
dough_07s,0,0,0,0,0,,
dough_08s,0,0,0,0,0,,
dough_09s,0,0,0,0,0,,
dough_10s,0,0,0,0,0,,
dough_11s,0,0,0,0,0,,
dough_12s,0,0,0,0,1,,
dragonfly_01b,0,0,0,0,0,,
dragonfly_02s,0,1,0,0,0,1,0
dragonfly_03s,0,0,0,0,0,,
dragonfly_04s,0,0,0,0,0,,
dragonfly_05n,0,0,0,0,0,,
dragonfly_06s,0,0,0,0,0,,
dragonfly_07s,0,0,0,0,0,,
dragonfly_08s,0,0,0,0,0,,
dragonfly_09s,0,0,0,0,0,,
dragonfly_10s,0,0,0,0,0,,
dragonfly_11n,0,0,0,0,0,,
dragonfly_12s,0,0,0,0,0,,
drain_01b,0,0,0,0,0,,
drain_02s,0,0,0,0,0,,
drain_03s,0,0,0,0,0,,
drain_04s,0,0,0,0,0,,
drain_05s,0,0,0,0,0,,
drain_06s,0,0,0,0,1,,
drain_07s,0,0,0,0,1,,
drain_08s,0,0,0,0,0,,
drain_09s,0,0,0,0,0,,
drain_10s,0,0,0,0,0,,
drain_11s,0,0,0,0,0,,
drain_12s,0,0,0,0,0,,
drawer_01b,0,0,0,0,0,,
drawer_02s,0,0,0,0,0,,
drawer_03s,0,0,0,0,0,,
drawer_04s,0,0,0,0,1,,
drawer_05s,0,0,0,0,0,,
drawer_06s,0,1,0,0,0,1,0
drawer_07s,0,0,0,0,0,,
drawer_08s,0,0,0,0,0,,
drawer_09s,0,0,0,0,1,,
drawer_10s,0,0,0,0,0,,
drawer_11s,0,0,0,0,1,,
drawer_12s,0,1,0,0,0,1,0
dress_01b,0,0,0,0,0,,
dress_02s,0,0,0,0,0,,
dress_03s,0,0,0,0,0,,
dress_04s,0,1,0,0,0,1,0
dress_05s,0,1,0,0,0,0,0
dress_06s,0,0,0,0,0,,
dress_07s,0,0,0,0,0,,
dress_08s,0,0,0,0,0,,
dress_09s,0,0,0,0,0,,
dress_10s,0,1,0,0,0,0,0
dress_11s,0,0,0,0,0,,
dress_12s,0,0,0,0,0,,
dresser_01b,0,0,0,0,0,,
dresser_02s,0,0,0,0,0,,
dresser_03n,0,0,0,0,0,,
dresser_04s,0,0,0,0,0,,
dresser_05n,0,0,0,0,0,,
dresser_06n,0,0,0,0,0,,
dresser_07s,0,0,0,0,0,,
dresser_08s,0,0,0,0,0,,
dresser_09n,0,0,0,0,0,,
dresser_10s,0,0,0,0,0,,
dresser_11s,0,0,0,0,0,,
dresser_12n,0,0,0,0,0,,
drill_01b,0,0,1,0,0,,
drill_02s,0,0,1,0,0,,
drill_03s,0,0,0,0,1,,
drill_04s,0,0,1,0,0,,
drill_05s,0,1,1,0,0,1,0
drill_06s,0,0,0,0,1,,
drill_07s,0,0,1,0,0,,
drill_08s,0,1,1,0,0,1,0
drill_09s,0,0,1,0,0,,
drill_10s,0,0,1,0,0,,
drill_11s,0,0,1,0,0,,
drill_12s,0,0,1,0,0,,
drum_01b,0,0,0,0,1,,
drum_02s,0,0,0,0,0,,
drum_03n,0,0,1,0,0,,
drum_04s,0,0,1,0,0,,
drum_05s,0,0,1,0,0,,
drum_06s,0,0,0,0,0,,
drum_07s,0,0,1,0,0,,
drum_08s,0,0,1,0,0,,
drum_09s,0,1,1,0,0,1,0
drum_10n,0,0,1,0,0,,
drum_11n,0,1,1,0,0,1,0
drum_12s,0,0,1,0,0,,
duster_01s,0,0,0,0,1,,
duster_02s,0,1,0,0,0,1,0
duster_03s,0,1,1,0,0,1,0
duster_04s,0,1,0,0,0,1,0
duster_05s,0,0,0,0,1,,
duster_06s,0,1,0,0,0,1,0
duster_07s,0,1,0,0,0,1,0
duster_08s,0,1,0,0,0,1,0
duster_09s,0,1,0,0,0,1,0
duster_10s,0,0,0,0,0,,
duster_11s,0,0,0,0,0,,
duster_12s,0,0,0,0,1,,
dustpan_01b,0,0,0,0,0,,
dustpan_02n,0,0,1,0,0,,
dustpan_03n,0,0,1,0,0,,
dustpan_04n,0,0,0,0,0,,
dustpan_05s,0,0,0,0,0,,
dustpan_06s,0,0,0,0,0,,
dustpan_07s,0,0,0,0,1,,
dustpan_08s,0,0,0,0,0,,
dustpan_09s,0,0,0,0,0,,
dustpan_10s,0,1,0,0,0,1,0
dustpan_11s,0,0,0,0,0,,
dustpan_12s,0,0,1,0,0,,
earring_01b,0,0,0,0,1,,
earring_02s,0,0,0,0,1,,
earring_03n,0,0,0,0,1,,
earring_04n,0,0,0,0,0,,
earring_05s,0,0,0,0,1,,
earring_06n,0,0,0,0,1,,
earring_07n,0,0,0,0,1,,
earring_08n,0,0,0,0,1,,
earring_09s,0,0,0,0,0,,
earring_10s,0,0,0,0,1,,
earring_11n,0,0,0,0,1,,
earring_12s,0,0,0,0,1,,
earwig_01b,0,0,0,0,0,,
earwig_02s,0,0,0,0,0,,
earwig_03s,0,0,0,0,0,,
earwig_04s,0,0,0,0,0,,
earwig_05s,0,0,0,0,0,,
earwig_06n,0,0,0,0,0,,
earwig_07n,0,0,0,0,0,,
earwig_08n,0,0,0,0,0,,
earwig_09s,0,0,0,0,0,,
earwig_10n,0,0,0,0,0,,
earwig_11s,0,0,0,0,0,,
earwig_12s,0,0,0,0,0,,
easel_01b,0,0,0,0,0,,
easel_02s,0,0,0,0,0,,
easel_03s,0,0,0,0,0,,
easel_04s,0,0,0,0,0,,
easel_05s,0,0,0,0,0,,
easel_06s,0,0,0,0,0,,
easel_07s,0,0,0,0,0,,
easel_08s,0,0,0,0,0,,
easel_09s,0,0,0,0,0,,
easel_10s,0,0,0,0,0,,
easel_11s,0,0,0,0,0,,
easel_12s,0,0,1,0,0,,
egg_01b,0,0,0,0,1,,
egg_02s,0,0,0,0,1,,
egg_03s,0,0,0,0,1,,
egg_04s,0,0,0,0,1,,
egg_05s,0,0,0,0,1,,
egg_06s,0,0,0,0,1,,
egg_07s,0,0,0,0,1,,
egg_08s,0,0,0,0,1,,
egg_09s,0,0,0,0,1,,
egg_10s,0,0,0,0,1,,
egg_11s,0,0,0,0,1,,
egg_12s,0,0,0,0,1,,
egg_roll_01b,0,0,0,0,0,,
egg_roll_02s,0,0,0,0,0,,
egg_roll_03n,0,0,0,0,1,,
egg_roll_04s,0,0,0,0,1,,
egg_roll_05s,0,0,0,0,1,,
egg_roll_06s,0,0,0,0,1,,
egg_roll_07n,0,0,0,0,1,,
egg_roll_08n,0,0,0,0,1,,
egg_roll_09n,0,0,0,0,1,,
egg_roll_10s,0,0,0,0,0,,
egg_roll_11s,0,0,0,0,0,,
egg_roll_12n,0,0,0,0,0,,
eggbeater_01b,0,0,0,0,0,,
eggbeater_02s,0,0,0,0,1,,
eggbeater_03s,0,0,0,0,1,,
eggbeater_04s,0,0,0,0,1,,
eggbeater_05s,0,0,0,0,1,,
eggbeater_06s,0,0,0,0,1,,
eggbeater_07s,0,0,0,0,0,,
eggbeater_08s,0,0,0,0,1,,
eggbeater_09s,0,0,0,0,1,,
eggbeater_10s,0,0,0,0,1,,
eggbeater_11s,0,0,0,0,1,,
eggbeater_12s,0,0,0,0,1,,
eggplant_01b,0,0,0,0,0,,
eggplant_02s,0,0,0,0,0,,
eggplant_03s,0,0,0,0,1,,
eggplant_04s,0,0,0,0,0,,
eggplant_05n,0,0,0,0,0,,
eggplant_06s,0,0,0,0,1,,
eggplant_07s,0,0,0,0,1,,
eggplant_08s,0,0,0,0,1,,
eggplant_09s,0,0,0,0,1,,
eggplant_10s,0,0,0,0,0,,
eggplant_11s,0,0,0,0,0,,
eggplant_12s,0,0,0,0,0,,
elbow_01b,0,1,0,0,0,1,0
elbow_02s,0,1,0,0,0,1,0
elbow_03s,0,1,0,0,0,1,0
elbow_04s,0,1,0,0,0,1,0
elbow_05s,0,1,0,0,0,1,0
elbow_06s,0,1,0,0,0,1,0
elbow_07s,0,1,0,0,0,1,0
elbow_08s,0,1,0,0,0,1,0
elbow_09s,0,1,0,0,0,1,0
elbow_10s,0,1,0,0,0,1,0
elbow_11s,0,1,0,0,0,1,0
elbow_12s,0,1,0,0,0,1,0
elephant_01b,1,1,0,0,0,0,0
elephant_02n,1,1,0,0,0,0,0
elephant_03n,1,1,0,0,1,0,0
elephant_04n,1,1,0,0,0,0,0
elephant_05n,1,1,0,0,1,0,0
elephant_06n,1,1,0,0,1,0,0
elephant_07n,1,1,0,0,0,0,0
elephant_08n,0,1,0,0,0,0,0
elephant_09n,1,1,0,0,0,0,0
elephant_10n,1,1,0,0,0,0,0
elephant_11n,1,1,0,0,0,0,0
elephant_12n,1,1,0,0,1,0,0
emerald_01b,0,0,0,0,0,,
emerald_02s,0,0,0,0,0,,
emerald_03s,0,0,0,0,0,,
emerald_04s,0,0,0,0,1,,
emerald_05n,0,0,0,0,0,,
emerald_06s,0,1,0,0,0,1,0
emerald_07s,0,0,0,0,1,,
emerald_08n,0,0,0,0,0,,
emerald_09s,0,0,0,0,1,,
emerald_10s,0,0,0,0,1,,
emerald_11s,0,0,0,0,1,,
emerald_12s,0,0,0,0,1,,
envelope_01b,0,0,1,0,0,,
envelope_02s,0,0,0,0,0,,
envelope_03s,0,0,0,1,0,,
envelope_04s,0,0,0,1,0,,
envelope_05s,0,0,0,0,0,,
envelope_06s,0,0,0,0,0,,
envelope_07s,0,0,1,1,0,,
envelope_08n,0,0,1,0,0,,
envelope_09s,0,0,0,1,0,,
envelope_10s,0,0,0,0,0,,
envelope_11s,0,0,0,0,0,,
envelope_12s,0,0,0,0,0,,
extinguisher_01b,0,0,0,0,1,,
extinguisher_02s,0,0,1,0,1,,
extinguisher_03s,0,0,1,0,0,,
extinguisher_04s,0,0,1,0,1,,
extinguisher_05s,0,0,1,0,0,,
extinguisher_06s,0,0,1,0,0,,
extinguisher_07s,0,0,1,0,0,,
extinguisher_08s,0,0,1,0,1,,
extinguisher_09s,0,0,1,0,0,,
extinguisher_10s,0,0,1,0,0,,
extinguisher_11s,0,0,1,0,0,,
extinguisher_12s,0,0,1,0,0,,
eyedropper_01b,0,0,0,0,1,,
eyedropper_02s,0,0,0,1,0,,
eyedropper_03s,0,0,0,0,1,,
eyedropper_04s,0,0,0,0,0,,
eyedropper_05s,0,1,0,0,0,1,0
eyedropper_06s,0,0,0,0,0,,
eyedropper_07s,0,0,0,0,1,,
eyedropper_08s,0,0,0,0,0,,
eyedropper_09s,0,0,0,0,1,,
eyedropper_10s,0,0,0,0,1,,
eyedropper_11s,0,0,0,0,0,,
eyedropper_12s,0,1,1,0,0,1,0
eyepiece_01s,0,0,1,0,0,,
eyepiece_02s,0,0,1,0,0,,
eyepiece_03s,0,0,1,0,0,,
eyepiece_04s,0,0,1,0,0,,
eyepiece_05s,0,0,1,0,0,,
eyepiece_06s,0,1,0,0,0,1,0
eyepiece_07s,0,0,0,0,0,,
eyepiece_08s,0,0,1,0,0,,
eyepiece_09s,0,0,1,0,1,,
eyepiece_10s,0,0,1,0,1,,
eyepiece_11s,0,0,0,0,0,,
eyepiece_12s,0,0,1,0,0,,
face_01b,1,0,0,0,0,1,0
face_02s,1,0,0,0,0,1,0
face_03s,1,0,0,0,0,1,0
face_04s,1,0,0,0,0,1,0
face_05s,1,0,0,0,0,1,0
face_06s,1,0,0,0,0,1,0
face_07s,1,0,0,0,0,1,0
face_08s,1,0,0,0,0,1,0
face_09s,1,0,0,0,0,1,0
face_10s,1,0,0,0,0,1,0
face_11s,1,0,0,0,0,1,0
face_12s,1,0,0,0,0,1,0
face_mask_01b,1,0,1,0,0,0,0
face_mask_02s,0,0,1,0,0,,
face_mask_03s,0,0,1,0,0,,
face_mask_04s,0,0,0,0,0,,
face_mask_05s,0,0,0,0,0,,
face_mask_06s,0,0,1,0,0,,
face_mask_07s,0,0,1,0,0,,
face_mask_08s,0,0,1,0,0,,
face_mask_09s,0,0,1,0,0,,
face_mask_10s,0,0,1,0,0,,
